,,0
6,44,0.8606715060272425
6,45,0.6392007782468168
6,46,0.8165727237436872
6,47,0.5347886324657527
6,48,0.7021266707446245
6,49,0.8573787080051835
7,0,0.5516936082083881
7,1,0.49616166366275655
7,2,0.3509876548334905
7,3,0.5062697059592183
7,4,0.32263143340217104
7,5,0.6075361158784921
7,6,0.6606377629011024
7,7,0.9999999999999999
7,8,0.6026293914127538
7,9,0.5762362456371954
7,10,0.6619302418086698
7,11,0.6711632229553597
7,12,0.7006671548157085
7,13,0.5790887547628437
7,14,0.43616908956132433
7,15,0.3483287426214441
7,16,0.6660324489393481
7,17,0.6045008922767102
7,18,0.5965972533161327
7,19,0.6667384999749129
7,20,0.7004455433224664
7,21,0.5475908210528552
7,22,0.3586074835750604
7,23,0.7932554311819257
7,24,0.48076083560223537
7,25,0.7027260035752592
7,26,0.6736819552793247
7,27,0.6947192234229795
7,28,0.5833427809886509
7,29,0.6593181723950319
7,30,0.7006065915184819
7,31,0.5684170041077368
7,32,0.49693616442049005
7,33,0.6106587925725535
7,34,0.5590201873579714
7,35,0.6474751071933882
7,36,0.43791483892970307
7,37,0.5750535546210246
7,38,0.5698199361812892
7,39,0.5737481681734423
7,40,0.6215375118916064
7,41,0.3087147057969468
7,42,0.6663861000990292
7,43,0.679368130363614
7,44,0.5728637173979625
7,45,0.4502218048301141
7,46,0.6000518132042171
7,47,0.8225776766494006
7,48,0.5397707467647814
7,49,0.6950865018171704
8,0,0.7001279035749217
8,1,0.561220812884455
8,2,0.44590561721336947
8,3,0.555412594461885
8,4,0.36850370630078033
8,5,0.9954382847270512
8,6,0.7386823758634926
8,7,0.6026293914127538
8,8,0.9999999999999999
8,9,0.7047202806357618
8,10,0.8865487186719153
8,11,0.7885228493840322
8,12,0.8698979357388681
8,13,0.6769650094489899
8,14,0.49449791733115656
8,15,0.39007912967679115
8,16,0.7418092446395705
8,17,0.7147562348948404
8,18,0.7822964992124681
8,19,0.8019569726026028
8,20,0.826432348532677
8,21,0.5954046763500989
8,22,0.43025432345284653
8,23,0.7992393960934077
8,24,0.358395269484421
8,25,0.7879910045447288
8,26,0.7716858080502885
8,27,0.7307829296552459
8,28,0.5318992253952037
8,29,0.7580054428833524
8,30,0.8280841739093039
8,31,0.6665228562873032
8,32,0.3989656907074622
8,33,0.8006193041105837
8,34,0.6689916107171231
8,35,0.7605180425854682
8,36,0.525447172768096
8,37,0.605890216565404
8,38,0.6954166670539088
8,39,0.7185489187012474
8,40,0.7921092144285626
8,41,0.34197271638589555
8,42,0.8255012306092548
8,43,0.7633060002564287
8,44,0.6903045951365254
8,45,0.5490201585404748
8,46,0.7324093460402583
8,47,0.4797116363068893
8,48,0.5880851498553769
8,49,0.7303338949020477
9,0,0.8747390791160847
9,1,0.7569904783255386
9,2,0.5255127067191331
9,3,0.7799755105791322
9,4,0.5928055733416452
9,5,0.728468665192615
9,6,0.7946411408586589
9,7,0.5762362456371954
9,8,0.7047202806357618
9,9,0.9999999999999999
9,10,0.8229309948695132
9,11,0.7782933477958925
9,12,0.7771346816210553
9,13,0.8307219566251614
9,14,0.6809882837631095
9,15,0.6364847397382996
9,16,0.8639115193254754
9,17,0.8491498371274114
9,18,0.8038669133916793
9,19,0.7060898957385753
9,20,0.7737955040545587
9,21,0.7620741457142817
9,22,0.6123730236990105
9,23,0.697335194924775
9,24,0.4839914129793825
9,25,0.8623600685090704
9,26,0.7657284035871363
9,27,0.7037491706947041
9,28,0.6455074031707906
9,29,0.8800676409000838
9,30,0.7958179662912509
9,31,0.8333106689347937
9,32,0.5286411155632696
9,33,0.8953416741545821
9,34,0.863985458107347
9,35,0.8815462744113165
9,36,0.6958185525992113
9,37,0.555427039307237
9,38,0.7068592771798545
9,39,0.8057900818252591
9,40,0.7575531274772008
9,41,0.5941088699389012
9,42,0.7698560720863254
9,43,0.7953685765277723
9,44,0.8622989467267039
9,45,0.7320259952785737
9,46,0.879904103054272
9,47,0.4922553432255044
9,48,0.6312413990676344
9,49,0.7371678146346505
10,0,0.8371762361437494
10,1,0.6619064727664056
10,2,0.5713655160552134
10,3,0.6503548954578314
10,4,0.47173264276288707
10,5,0.8890228661943981
10,6,0.7881408908249234
10,7,0.6619302418086699
10,8,0.8865487186719153
10,9,0.8229309948695132
10,10,0.9999999999999997
10,11,0.8014629315676527
10,12,0.8445859688195314
10,13,0.7672405053211141
10,14,0.5754426252847944
10,15,0.5014021381972714
10,16,0.8537159649237545
10,17,0.8052443116286445
10,18,0.8129884243369354
10,19,0.7894833031659282
10,20,0.8360521196825998
10,21,0.6733031058313781
10,22,0.5124327542952201
10,23,0.7856310646303516
10,24,0.44635308597585566
10,25,0.8727288032017899
10,26,0.7968684047135577
10,27,0.7454178349267245
10,28,0.6108663883183781
10,29,0.8660988588748015
10,30,0.8309405463453672
10,31,0.7729814738678382
10,32,0.48808901013102707
10,33,0.8872433902347454
10,34,0.8023496641432015
10,35,0.8447537341086084
10,36,0.6122930259248127
10,37,0.5916315907836264
10,38,0.7252108647743982
10,39,0.837054408246356
10,40,0.8185358893711118
10,41,0.4534000420901464
10,42,0.8374315827729548
10,43,0.8109923665843225
10,44,0.807912191556076
10,45,0.6274515829489103
10,46,0.828373845879805
10,47,0.5497179144462736
10,48,0.6777726564161338
10,49,0.7392253971542867
11,0,0.728669659702232
11,1,0.6652973200570952
11,2,0.4067639720058155
11,3,0.6633493664178651
11,4,0.46499171224697616
11,5,0.8004915900269631
11,6,0.8106093698094013
11,7,0.6711632229553597
11,8,0.7885228493840322
11,9,0.7782933477958925
11,10,0.8014629315676527
11,11,1.0
11,12,0.8813690003195436
11,13,0.7839956148565108
11,14,0.5575583457202917
11,15,0.48328812029100165
11,16,0.8435070569803526
11,17,0.82501740953305
11,18,0.8138970514047974
11,19,0.8436796238426791
11,20,0.880373025609748
11,21,0.7364344360258966
11,22,0.5178004450426507
11,23,0.8293480513798737
11,24,0.501683500043911
11,25,0.8943332975529101
11,26,0.8444195535301187
11,27,0.844593627239797
11,28,0.6727125358957196
11,29,0.8646165715925906
11,30,0.9277407212297322
11,31,0.7231159848856551
11,32,0.5439288898024742
11,33,0.7845664128469501
11,34,0.7234791352885322
11,35,0.8526035844327207
11,36,0.6241085492176573
11,37,0.8394176075724363
11,38,0.7983615634327611
11,39,0.6842733171194125
11,40,0.931352746271138
11,41,0.4456639256602891
11,42,0.9162601240653889
11,43,0.9328500651116793
11,44,0.7165121151224325
11,45,0.6566518458217226
11,46,0.80747682240221
11,47,0.5480367023768259
11,48,0.6716257255248056
11,49,0.8584402631623548
12,0,0.7098623430359375
12,1,0.6705300430864618
12,2,0.4310414321201922
12,3,0.6708257408527482
12,4,0.4465198674270612
12,5,0.8875262423158794
12,6,0.8581995391092787
12,7,0.7006671548157084
12,8,0.8698979357388681
12,9,0.7771346816210553
12,10,0.8445859688195314
12,11,0.8813690003195436
12,12,1.0000000000000004
12,13,0.7993983549414815
12,14,0.570768182415526
12,15,0.47361014934179346
12,16,0.8555899765600713
12,17,0.8165933760938653
12,18,0.8191192407692529
12,19,0.9022242002146308
12,20,0.9350566016357811
12,21,0.7505397612705977
12,22,0.5057687498968426
12,23,0.8589147950306492
12,24,0.5050939548344004
12,25,0.9016957618828372
12,26,0.899228548226386
12,27,0.9231713157996052
12,28,0.6689558888944346
12,29,0.8348477908633846
12,30,0.9374737193705615
12,31,0.7239150022342813
12,32,0.5426743930043555
12,33,0.8055284063178579
12,34,0.7350513195174984
12,35,0.8710635435350569
12,36,0.6001670076581865
12,37,0.6641846000731357
12,38,0.7606652403198415
12,39,0.6963464810513069
12,40,0.8288490679903104
12,41,0.41249475848916795
12,42,0.8852150777805314
12,43,0.856964361416775
12,44,0.7271408433553637
12,45,0.5933241446658271
12,46,0.7828843359003407
12,47,0.539737697373512
12,48,0.6953210780529723
12,49,0.9236096038116817
13,0,0.7667452120845419
13,1,0.6871212671979859
13,2,0.50950707170249
13,3,0.7250214987692448
13,4,0.5189459909823831
13,5,0.694258056028663
13,6,0.8125384942850673
13,7,0.5790887547628437
13,8,0.6769650094489899
13,9,0.8307219566251614
13,10,0.7672405053211141
13,11,0.7839956148565108
13,12,0.7993983549414815
13,13,1.0000000000000002
13,14,0.6062096379189982
13,15,0.5536015328610614
13,16,0.8533140946880986
13,17,0.9342218358407481
13,18,0.8431459381463328
13,19,0.7161691457745307
13,20,0.797743789349654
13,21,0.7449913062835608
13,22,0.5320169430277111
13,23,0.6768144571842363
13,24,0.5295289335775685
13,25,0.8653044005057811
13,26,0.8425615762002824
13,27,0.7687830182219314
13,28,0.6604294520363577
13,29,0.8691805930212146
13,30,0.8238936052484618
13,31,0.767399063168262
13,32,0.5622899498234484
13,33,0.8346020411706206
13,34,0.8376191291891444
13,35,0.8995955364459371
13,36,0.6278466045662254
13,37,0.5777886549411055
13,38,0.7435770247714251
13,39,0.7028103118854677
13,40,0.7618881154896181
13,41,0.5031442012942893
13,42,0.770975469059801
13,43,0.8280913542240181
13,44,0.8044063395395288
13,45,0.6399045542241211
13,46,0.7981082824759534
13,47,0.5161519596022047
13,48,0.6158106990095157
13,49,0.7740111950651078
14,0,0.6425884271152656
14,1,0.6494577943303407
14,2,0.32475320950551867
14,3,0.6459118055623275
14,4,0.5236175607253137
14,5,0.5091394080227016
14,6,0.6407704250848794
14,7,0.4361690895613243
14,8,0.49449791733115656
14,9,0.6809882837631095
14,10,0.5754426252847944
14,11,0.5575583457202917
14,12,0.570768182415526
14,13,0.6062096379189982
14,14,1.0
14,15,0.538264427620755
14,16,0.6892227079497308
14,17,0.564971699025292
14,18,0.48594215518588924
14,19,0.5418323452493033
14,20,0.5847738742426742
14,21,0.5863642894255401
14,22,0.5352912999626704
14,23,0.49259604172316523
14,24,0.4008580718841782
14,25,0.6140139306763945
14,26,0.6110942081211294
14,27,0.5906937648489264
14,28,0.49485088040883063
14,29,0.5857022357543292
14,30,0.5767690655802422
14,31,0.587008998036784
14,32,0.4290801400780245
14,33,0.6283418160534058
14,34,0.7650550933558293
14,35,0.6399213726895504
14,36,0.5979910805592316
14,37,0.3366794957671873
14,38,0.5555855162663437
14,39,0.6383682046272032
14,40,0.5307266304532281
14,41,0.519884899760511
14,42,0.5694925292964536
14,43,0.5598246821458115
14,44,0.6917748700325833
14,45,0.5680789887004694
14,46,0.7994795447523665
14,47,0.25497194189778477
14,48,0.5303525684349932
14,49,0.6284875551407683
15,0,0.5128774200860312
15,1,0.9431011601306084
15,2,0.3998644811483959
15,3,0.8904074512970703
15,4,0.982203510563799
15,5,0.4004387221234771
15,6,0.47645466892744204
15,7,0.3483287426214441
15,8,0.39007912967679115
15,9,0.6364847397382996
15,10,0.5014021381972714
15,11,0.48328812029100165
15,12,0.47361014934179346
15,13,0.5536015328610614
15,14,0.538264427620755
15,15,0.9999999999999998
15,16,0.5502631328982908
15,17,0.5776373842568284
15,18,0.4640014048042164
15,19,0.4632880437832102
15,20,0.5217752013076171
15,21,0.6577827828246131
15,22,0.9713303844170443
15,23,0.4293695406742499
15,24,0.3713772247754449
15,25,0.5823115927093576
15,26,0.5209001388661278
15,27,0.485187933248602
15,28,0.444634159965681
15,29,0.5330356604788493
15,30,0.5150829811900569
15,31,0.5992634042473534
15,32,0.3799637669041107
15,33,0.5893096918980572
15,34,0.5321012183972917
15,35,0.6230135386956577
15,36,0.9602259235553537
15,37,0.32836678666148456
15,38,0.44649393582946845
15,39,0.4695761835462267
15,40,0.47099669831736185
15,41,0.9765421370968845
15,42,0.48455224420776977
15,43,0.48542684630170463
15,44,0.6124128761438136
15,45,0.5080266661406936
15,46,0.5763078669131171
15,47,0.3007315839838602
15,48,0.40459591992915334
15,49,0.4978542178707711
16,0,0.8867543135505065
16,1,0.7217880902989519
16,2,0.5241203214658076
16,3,0.7111853120856285
16,4,0.526284268752822
16,5,0.7599568984805395
16,6,0.8994211340702806
16,7,0.6660324489393481
16,8,0.7418092446395705
16,9,0.8639115193254754
16,10,0.8537159649237545
16,11,0.8435070569803526
16,12,0.8555899765600713
16,13,0.8533140946880986
16,14,0.6892227079497308
16,15,0.5502631328982908
16,16,1.0000000000000002
16,17,0.8608581675629648
16,18,0.7904847026096622
16,19,0.7770013003894382
16,20,0.8339090522977983
16,21,0.7531545738910823
16,22,0.5508109885396069
16,23,0.7381333713211691
16,24,0.5258690265179709
16,25,0.8957368567785338
16,26,0.8579799975120254
16,27,0.8416318400923836
16,28,0.6676324552840391
16,29,0.9054336208750875
16,30,0.8513918133591913
16,31,0.78795468153152
16,32,0.5652426967682277
16,33,0.8427595914796294
16,34,0.8922471520891664
16,35,0.8890817431359989
16,36,0.657421863715596
16,37,0.6024322742447507
16,38,0.7910444611001234
16,39,0.8149323252749356
16,40,0.8133366241753162
16,41,0.5089678135920559
16,42,0.8372124045491179
16,43,0.8645128984528874
16,44,0.8508378525659608
16,45,0.7514956131459263
16,46,0.8779434861690101
16,47,0.5105771843656253
16,48,0.7109359143656768
16,49,0.8493709225325978
17,0,0.8001648975885481
17,1,0.7127930088118328
17,2,0.6243361484737775
17,3,0.7227933984596882
17,4,0.5445595954199843
17,5,0.7300466123889903
17,6,0.819917559384215
17,7,0.6045008922767102
17,8,0.7147562348948404
17,9,0.8491498371274114
17,10,0.8052443116286445
17,11,0.82501740953305
17,12,0.8165933760938653
17,13,0.9342218358407481
17,14,0.564971699025292
17,15,0.5776373842568284
17,16,0.8608581675629648
17,17,1.0000000000000002
17,18,0.8830809246656406
17,19,0.7401643936384948
17,20,0.8180433982835297
17,21,0.7491821986127563
17,22,0.5653819112117681
17,23,0.7243982244164138
17,24,0.5522330419988755
17,25,0.8993176413100533
17,26,0.8347969192821885
17,27,0.7662475001559912
17,28,0.6938432506403083
17,29,0.9061398715442082
17,30,0.8667336436176175
17,31,0.8079137145720297
17,32,0.5828238200965693
17,33,0.84286865261473
17,34,0.8204042362790958
17,35,0.9106537753286028
17,36,0.6625025361613911
17,37,0.6231134394774495
17,38,0.7512687494351975
17,39,0.7248950345708541
17,40,0.7993386476999498
17,41,0.5288860900308828
17,42,0.7923534320784168
17,43,0.858381210795813
17,44,0.8068831355007533
17,45,0.6646246661217812
17,46,0.7973661249312787
17,47,0.6277996432195885
17,48,0.6508989921710577
17,49,0.7734533109159476
18,0,0.7813111706189356
18,1,0.6029227468756622
18,2,0.5081635214999175
18,3,0.6315072329464292
18,4,0.42845571737496757
18,5,0.7937328596445832
18,6,0.8038420440920808
18,7,0.5965972533161324
18,8,0.7822964992124681
18,9,0.8038669133916793
18,10,0.8129884243369354
18,11,0.8138970514047974
18,12,0.8191192407692529
18,13,0.8431459381463328
18,14,0.48594215518588924
18,15,0.4640014048042164
18,16,0.7904847026096622
18,17,0.8830809246656406
18,18,1.0000000000000002
18,19,0.7489338231976239
18,20,0.8168699608518253
18,21,0.6779389233965107
18,22,0.46493105102981636
18,23,0.7487729003662964
18,24,0.5008481088640795
18,25,0.8545007435501805
18,26,0.7979962927720973
18,27,0.7094721246732536
18,28,0.6559872867686247
18,29,0.8829462426997152
18,30,0.8610154361808426
18,31,0.7377659137378388
18,32,0.5350266577364036
18,33,0.8473742245498785
18,34,0.7372887109226136
18,35,0.8376785200053489
18,36,0.5667505806242772
18,37,0.687531417846519
18,38,0.7275622757426837
18,39,0.7075686822281474
18,40,0.7921228338432302
18,41,0.4112620399637841
18,42,0.8011925963778473
18,43,0.8664305191274925
18,44,0.7442710838956426
18,45,0.5787225901167036
18,46,0.7585488650518785
18,47,0.5530901822070584
18,48,0.6078315179785075
18,49,0.7199315179429803
19,0,0.6268778207599838
19,1,0.6472438875910353
19,2,0.38041612820159
19,3,0.6625402322954052
19,4,0.4406092836497836
19,5,0.8057490806486569
19,6,0.7837036992005771
19,7,0.6667384999749129
19,8,0.8019569726026028
19,9,0.7060898957385753
19,10,0.7894833031659282
19,11,0.8436796238426791
19,12,0.9022242002146308
19,13,0.7161691457745307
19,14,0.5418323452493033
19,15,0.4632880437832102
19,16,0.7770013003894382
19,17,0.7401643936384948
19,18,0.7489338231976239
19,19,1.0
19,20,0.9681956176055433
19,21,0.7205527764105882
19,22,0.5229339079737839
19,23,0.9229157956829883
19,24,0.4736702188250418
19,25,0.8522548123184923
19,26,0.8483368035259389
19,27,0.9196200688298282
19,28,0.6463890561356505
19,29,0.7462301427455186
19,30,0.8910541323879557
19,31,0.6441836129291554
19,32,0.5094727760291179
19,33,0.726738671680821
19,34,0.6542897517089454
19,35,0.7840239670707606
19,36,0.590945295875745
19,37,0.6598035872596035
19,38,0.7279715129753979
19,39,0.6529160839032938
19,40,0.7920854461810579
19,41,0.40267817694668223
19,42,0.9133891297464684
19,43,0.7937580370849189
19,44,0.679764857051179
19,45,0.5681746182302652
19,46,0.7316619054161331
19,47,0.49502804179451293
19,48,0.6634182974734706
19,49,0.9027945103897548
20,0,0.6897382484956769
20,1,0.7096451050873529
20,2,0.4505430635281895
20,3,0.7391465122377388
20,4,0.49663928647184574
20,5,0.8339635737680362
20,6,0.8370969650423524
20,7,0.7004455433224663
20,8,0.826432348532677
20,9,0.7737955040545587
20,10,0.8360521196825998
20,11,0.880373025609748
20,12,0.9350566016357811
20,13,0.797743789349654
20,14,0.5847738742426742
20,15,0.5217752013076171
20,16,0.8339090522977983
20,17,0.8180433982835297
20,18,0.8168699608518253
20,19,0.9681956176055433
20,20,0.9999999999999996
20,21,0.7734158329319993
20,22,0.5639944465619617
20,23,0.9187823678727547
20,24,0.5213676619167235
20,25,0.917545656461914
20,26,0.9093732825381647
20,27,0.9367106730401743
20,28,0.6960942565173889
20,29,0.8170412620483749
20,30,0.9368049783689808
20,31,0.7345891577549655
20,32,0.5585922148120726
20,33,0.8064106892880183
20,34,0.7235541525216442
20,35,0.8543968514655085
20,36,0.6446227180822675
20,37,0.6666793329385319
20,38,0.7705586085083818
20,39,0.719226008190225
20,40,0.8334852993267716
20,41,0.46500786356755996
20,42,0.9210607494960629
20,43,0.8553849238510216
20,44,0.7465167152525262
20,45,0.6194713705813248
20,46,0.7995573724148829
20,47,0.542754561521436
20,48,0.698494091804881
20,49,0.9254896578305327
21,0,0.638505671594886
21,1,0.7434931398124416
21,2,0.3646857326039803
21,3,0.7631637429599789
21,4,0.607805425209411
21,5,0.6165472518947268
21,6,0.7506747276098231
21,7,0.5475908210528551
21,8,0.5954046763500989
21,9,0.7620741457142817
21,10,0.6733031058313781
21,11,0.7364344360258966
21,12,0.7505397612705977
21,13,0.7449913062835608
21,14,0.5863642894255401
21,15,0.6577827828246131
21,16,0.7531545738910823
21,17,0.7491821986127563
21,18,0.6779389233965107
21,19,0.7205527764105882
21,20,0.7734158329319993
21,21,0.9999999999999998
21,22,0.6312655201026052
21,23,0.6845925103087541
21,24,0.4942272041921475
21,25,0.7984796017482021
21,26,0.7653192578330426
21,27,0.7517673621349855
21,28,0.62138081724371
21,29,0.7480529553652333
21,30,0.7813942824627591
21,31,0.7371674242508015
21,32,0.5225934188245802
21,33,0.716800429297794
